SUMLEV,COUNTY,PLACE,TRACT,BLOCK,UA,UATYPE,ZCTA,SDELM,SDSEC,SDUNI,POP100,HU100,INTPTLAT,INTPTLON,tot_pop,one_race,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,two_races,three_races,four_races,five_races,six_races
140,439,,111532,,,,,,,,7258,2895,32.6588933,-97.197589,7258,6471,4539,1206,40,338,0,348,787,1,3,0,0
140,439,,111533,,,,,,,,5066,1934,32.6543964,-97.1488962,5066,4385,2994,589,51,279,7,465,681,0,1,0,0
140,439,,111534,,,,,,,,6441,2450,32.6548139,-97.1781915,6441,5622,4181,802,69,160,16,394,819,0,2,0,0
140,439,,111536,,,,,,,,3392,1432,32.698761,-97.0490466,3392,2857,686,1489,32,213,1,436,535,0,0,0,0
140,439,,111538,,,,,,,,6329,2613,32.6712687,-97.0482776,6329,5422,1784,2414,70,288,5,861,907,0,0,0,0
140,439,,111540,,,,,,,,6403,2474,32.6709083,-97.1010146,6403,5397,1857,1871,53,875,15,726,1006,2,4,0,0
140,439,,111541,,,,,,,,4153,1363,32.6517824,-97.1085625,4153,3389,1257,1196,41,292,6,597,764,2,1,0,0
140,439,,111542,,,,,,,,6330,1924,32.6356509,-97.1087964,6330,5413,1882,1933,82,869,4,643,917,3,4,1,0
140,439,,111543,,,,,,,,7433,2385,32.6502099,-97.1249644,7433,6456,1960,3303,46,537,5,605,977,0,2,0,0
140,439,,111544,,,,,,,,7438,2444,32.6356053,-97.1252523,7438,6223,2438,2218,57,597,8,905,1215,0,7,0,1
140,439,,111545,,,,,,,,2528,1044,32.6941657,-97.1591249,2528,2313,1884,173,14,195,4,43,215,0,2,0,0
140,439,,111546,,,,,,,,6375,2307,32.6812144,-97.1761377,6375,5629,4124,650,32,467,13,343,746,0,0,0,0
140,439,,111551,,,,,,,,7440,2321,32.604005,-97.1341105,7440,6636,3561,1820,39,908,8,300,804,0,6,0,0
140,439,,111552,,,,,,,,3614,1549,32.6936865,-97.1393806,3614,3135,2413,390,31,140,1,160,479,0,0,0,0
140,439,,111553,,,,,,,,4280,2080,32.682416,-97.1398974,4280,3794,1855,1273,44,256,10,356,486,0,0,0,0
140,439,,111554,,,,,,,,4971,1520,32.6615804,-97.0488758,4971,4189,1468,1335,54,681,2,649,782,0,1,0,0
140,439,,111555,,,,,,,,4960,1584,32.6530308,-97.0514355,4960,4343,1220,1741,29,991,0,362,617,0,0,0,0
140,439,,111556,,,,,,,,5797,2073,32.698754,-97.067015,5797,4935,1338,1963,79,469,10,1076,862,1,2,0,0
140,439,,111557,,,,,,,,3054,908,32.698763,-97.076319,3054,2601,776,603,57,506,6,653,453,0,0,1,0
140,439,,111558,,,,,,,,5889,1926,32.6995863,-97.1057765,5889,4953,1646,1512,92,586,2,1115,936,0,6,0,0
140,439,,111559,,,,,,,,2616,1158,32.6962827,-97.1180593,2616,2298,684,982,20,123,8,481,318,0,0,0,0
140,439,,111560,,,,,,,,5694,1723,32.6394111,-97.0969898,5694,4881,1457,1901,35,868,3,617,813,2,5,0,0
140,439,,111561,,,,,,,,4909,1436,32.639467,-97.0824684,4909,4204,1115,1391,18,1167,7,506,705,0,5,0,0
140,439,,111562,,,,,,,,5194,1502,32.6318246,-97.074062,5194,4413,1224,1886,26,758,6,513,781,0,1,1,0
140,439,,111563,,,,,,,,5127,1430,32.6411905,-97.0512258,5127,4467,889,1607,28,1599,4,340,660,0,7,0,0
140,439,,111564,,,,,,,,5533,2159,32.6173407,-97.0614841,5533,4975,1386,2609,19,577,4,380,558,0,6,0,0
140,439,,111565,,,,,,,,6070,1954,32.590541,-97.0637598,6070,5367,2064,2356,40,593,4,310,703,0,4,2,0
140,439,,111566,,,,,,,,6264,1998,32.6064614,-97.045693,6264,5508,1967,2297,24,973,2,245,756,0,0,0,0
140,439,,111567,,,,,,,,5831,1664,32.6189959,-97.1275586,5831,4870,1435,1982,82,464,5,902,961,1,4,0,0
140,439,,111568,,,,,,,,7295,2195,32.6186425,-97.106468,7295,6368,2033,2519,65,1100,18,633,927,0,2,0,0
140,439,,111569,,,,,,,,4327,1701,32.6849814,-97.0880263,4327,3924,928,1525,43,767,2,659,403,0,1,0,0
140,439,,111570,,,,,,,,4720,1529,32.6850984,-97.0703655,4720,4029,916,2078,52,232,14,737,691,4,5,0,0
140,439,,111571,,,,,,,,4736,1950,32.6844147,-97.0526757,4736,4118,1196,1771,31,640,12,468,618,1,0,0,0
140,439,,111572,,,,,,,,3478,1268,32.6836677,-97.0403813,3478,2976,679,1220,13,690,4,370,502,1,2,1,0
140,439,,113003,,,,,,,,2204,1072,32.7890866,-97.0497424,2204,1971,784,922,15,131,11,108,233,2,0,1,0
140,439,,113004,,,,,,,,2385,992,32.7693105,-97.0425708,2385,2032,1448,239,22,166,8,149,353,1,0,0,0
140,439,,113005,,,,,,,,2387,1029,32.7503778,-97.0498852,2387,2042,641,737,81,47,2,534,345,2,1,0,0
140,439,,113006,,,,,,,,1818,658,32.7314657,-97.0511729,1818,1617,207,998,26,163,0,223,201,0,0,1,0
140,439,,113007,,,,,,,,3243,1161,32.7217949,-97.0412166,3243,2495,784,916,31,54,3,707,748,0,0,0,0
140,439,,113102,,,,,,,,4787,2565,32.7916818,-97.1185548,4787,4195,2435,1294,41,166,5,254,592,0,1,0,0
140,439,,113104,,,,,,,,3993,2408,32.777832600000004,-97.0884396,3993,3576,1328,1710,37,245,6,250,417,1,1,1,0
140,439,,113107,,,,,,,,2356,1079,32.7697507,-97.1190296,2356,2088,1767,138,10,111,0,62,268,0,0,0,0
140,439,,113108,,,,,,,,4582,1811,32.7684903,-97.1330818,4582,4039,3233,309,24,327,0,146,543,1,4,0,0
140,439,,113109,,,,,,,,4193,2043,32.7658676,-97.0758012,4193,3739,1521,1646,19,274,5,274,454,2,1,1,0
140,439,,113110,,,,,,,,5153,3072,32.7673933,-97.091339,5153,4650,1850,2165,40,193,5,397,503,0,8,0,0
140,439,,113112,,,,,,,,2127,1259,32.7679133,-97.1092221,2127,1826,1154,416,8,120,1,127,301,2,4,1,0
140,439,,113115,,,,,,,,3948,1907,32.7723668,-97.0686974,3948,3417,1287,1126,67,160,5,772,531,0,0,0,0
140,439,,113116,,,,,,,,4400,2389,32.779914,-97.0650028,4400,3978,1040,2328,26,277,5,302,422,0,4,0,0
140,439,,113117,,,,,,,,2441,1371,32.7727654,-97.1014318,2441,2188,686,1249,25,69,2,157,253,3,2,2,1
140,439,,113118,,,,,,,,3006,1443,32.7655917,-97.1004265,3006,2520,599,1491,29,35,5,361,486,0,4,2,0
140,439,,113119,,,,,,,,4348,2372,32.7811901,-97.0719576,4348,3888,1733,1550,36,324,4,241,460,1,1,2,0
140,439,,113120,,,,,,,,4423,1838,32.8011136,-97.075615,4423,3985,2105,623,16,1071,8,162,438,1,7,0,0
140,439,,113121,,,,,,,,1774,1042,32.8011221,-97.0563544,1774,1564,378,974,13,71,11,117,210,1,2,0,0
140,439,,113122,,,,,,,,3144,1821,32.7972264,-97.0604559,3144,2863,816,1734,19,118,2,174,281,0,1,0,0
140,439,,113206,,,,,,,,5609,2244,32.817983,-97.249069,5609,4670,3245,323,69,314,19,700,939,1,1,0,0
140,439,,113207,,,,,,,,4194,1556,32.8872188,-97.2249417,4194,3703,3331,103,12,106,3,148,491,0,2,0,0
140,439,,113210,,,,,,,,7622,2986,32.8828803,-97.2022891,7622,6841,6001,288,45,302,6,199,781,0,16,0,0
140,439,,113212,,,,,,,,4343,1890,32.8313853,-97.2437923,4343,3836,3225,246,43,131,2,189,507,0,0,0,0
140,439,,113213,,,,,,,,3786,1560,32.8312238,-97.2223375,3786,3262,2634,260,34,100,1,233,524,0,0,0,0
140,439,,113214,,,,,,,,5756,2178,32.8712539,-97.2340564,5756,4928,3825,413,34,287,6,363,828,7,9,0,0
140,439,,113215,,,,,,,,4742,1848,32.8707912,-97.2191852,4742,4117,3460,227,51,129,19,231,625,0,5,0,0
140,439,,113216,,,,,,,,6000,2671,32.8537712,-97.2277,6000,5229,3781,563,46,428,24,387,771,1,2,0,1
140,439,,113217,,,,,,,,4516,1813,32.8433768,-97.2224047,4516,3970,2834,436,59,213,31,397,546,3,3,0,0
140,439,,113218,,,,,,,,3327,1351,32.8658989,-97.19518,3327,2987,2639,117,22,124,0,85,340,0,0,0,0
140,439,,113221,,,,,,,,6021,2775,32.8538404,-97.2026649,6021,5324,4217,505,56,236,33,277,697,0,0,0,0
140,439,,113222,,,,,,,,3098,1412,32.8407748,-97.1978841,3098,2505,1477,512,23,169,27,297,593,0,4,1,0
140,439,,113223,,,,,,,,3413,1475,32.8405689,-97.2085396,3413,2953,2079,377,31,117,10,339,460,0,0,0,1
140,439,,113301,,,,,,,,4317,1711,32.8144518,-97.2264805,4317,3758,3020,172,63,99,16,388,559,4,2,0,0
140,439,,113302,,,,,,,,4297,1734,32.8037628,-97.231148,4297,3604,2553,236,46,60,30,679,693,0,3,1,0
140,439,,113403,,,,,,,,2676,1084,32.8301159,-97.1944966,2676,2296,1823,167,16,45,12,233,380,0,0,0,0
140,439,,113404,,,,,,,,6182,2399,32.8313559,-97.1760082,6182,5191,3786,665,58,124,53,505,991,0,1,0,0
140,439,,113407,,,,,,,,5684,2069,32.8149825,-97.1586011,5684,4766,2170,1004,58,203,52,1279,918,9,4,0,0
140,439,,113408,,,,,,,,5862,2261,32.8153261,-97.1761869,5862,4871,3663,501,60,57,47,543,991,1,1,0,0
140,439,,113409,,,,,,,,2519,1059,32.8119206,-97.1980313,2519,2213,1753,195,24,123,14,104,306,1,0,0,0
140,439,,113410,,,,,,,,4515,2184,32.8188076,-97.2013893,4515,3839,2296,788,50,105,32,568,676,0,3,0,0
140,439,,113509,,,,,,,,4784,1622,32.844812,-97.0913342,4784,3990,2228,493,38,458,231,542,794,0,1,0,0
140,439,,113510,,,,,,,,6617,2813,32.8444125,-97.0722556,6617,5925,2304,1106,34,1976,56,449,692,4,3,0,0
140,439,,113511,,,,,,,,4091,1484,32.8237169,-97.1149563,4091,3566,1630,661,38,826,110,301,525,0,7,0,0
140,439,,113512,,,,,,,,6249,2779,32.8310791,-97.121847,6249,5451,3459,1102,54,463,107,266,798,2,5,0,0
140,439,,113513,,,,,,,,6508,2650,32.8292288,-97.0787219,6508,5650,2895,921,66,965,232,571,858,5,6,0,0
140,439,,113514,,,,,,,,5183,2232,32.831336,-97.0919384,5183,4477,1758,903,51,822,275,668,706,4,4,0,0
140,439,,113516,,,,,,,,4280,1721,32.861759,-97.0885567,4280,3685,2719,372,29,234,52,279,595,1,0,0,2
140,439,,113517,,,,,,,,4264,1960,32.8586661,-97.0781339,4264,3682,2084,635,31,607,57,268,582,0,7,0,0
140,439,,113519,,,,,,,,6824,3046,32.8736739,-97.0893155,6824,6036,3952,599,28,1152,20,285,788,0,0,1,0
140,439,,113520,,,,,,,,5339,2555,32.8719987,-97.0745216,5339,4784,2771,814,35,826,38,300,555,2,4,0,0
140,439,,113521,,,,,,,,3981,2150,32.8587002,-97.0713173,3981,3497,1503,1189,38,481,27,259,484,3,4,0,0
140,439,,113522,,,,,,,,2073,1223,32.856233,-97.067231,2073,1834,972,544,11,147,12,148,239,1,5,0,0
140,439,,113607,,,,,,,,4688,1944,32.8323968,-97.1598768,4688,4033,2627,675,37,113,57,524,655,0,4,0,0
140,439,,113611,,,,,,,,4600,1753,32.8709492,-97.1785732,4600,4140,3712,109,27,201,7,84,460,0,3,0,0
140,439,,113612,,,,,,,,4520,1870,32.8576495,-97.1708481,4520,4064,3646,104,13,187,8,106,456,0,3,0,0
140,439,,113613,,,,,,,,4246,1765,32.8457217,-97.1769318,4246,3745,3219,173,44,129,12,168,501,0,3,0,0
140,439,,113618,,,,,,,,6244,2670,32.8297724,-97.1441061,6244,5432,3932,724,53,237,98,388,812,2,3,0,0
140,439,,113619,,,,,,,,5939,2663,32.8176098,-97.1456652,5939,5250,2347,2095,36,151,103,518,689,4,3,0,0
140,439,,113622,,,,,,,,8244,3425,32.8773417,-97.1339715,8244,7499,5833,370,18,1136,0,142,745,0,0,0,0
140,439,,113623,,,,,,,,3520,1498,32.8625515,-97.1148839,3520,3164,2823,101,19,115,0,106,356,0,4,0,0
140,439,,113624,,,,,,,,4211,1690,32.85558,-97.1158269,4211,3637,2899,238,27,265,26,182,574,0,4,1,0
140,439,,113625,,,,,,,,3461,1378,32.8637967,-97.1454787,3461,3090,2781,111,12,140,1,45,371,4,2,0,0
140,439,,113626,,,,,,,,3823,1576,32.8564977,-97.1460524,3823,3400,2897,132,26,197,11,137,423,3,5,0,0
140,439,,113628,,,,,,,,4994,2441,32.8411413,-97.1168504,4994,4323,2276,1128,27,526,48,318,671,0,0,0,0
140,439,,113629,,,,,,,,4284,2182,32.8411125,-97.1400463,4284,3888,2997,523,20,176,15,157,396,0,0,0,0
140,439,,113630,,,,,,,,3769,1807,32.8468209,-97.1401966,3769,3273,2342,451,20,219,45,196,496,0,2,0,0
140,439,,113632,,,,,,,,5037,1866,32.9027512,-97.114646,5037,4568,4087,111,25,274,9,62,469,0,4,0,0
140,439,,113633,,,,,,,,4291,1554,32.8872224,-97.1138694,4291,3870,3018,90,22,637,3,100,421,0,0,0,0
140,439,,113634,,,,,,,,5084,1797,32.9023825,-97.132213,5084,4664,4027,112,18,445,3,59,420,0,0,0,0
140,439,,113635,,,,,,,,3976,1557,32.9151481,-97.1109661,3976,3218,2046,235,44,131,4,758,758,0,2,0,0
140,439,,113636,,,,,,,,2505,1363,32.9147767,-97.101776,2505,2150,1422,287,28,134,2,277,355,1,2,0,0
140,439,,113637,,,,,,,,4355,2416,32.8484358,-97.1234489,4355,3784,2507,688,19,295,62,213,571,0,5,0,1
140,439,,113638,,,,,,,,1823,946,32.8481186,-97.1069544,1823,1623,1070,267,14,163,13,96,200,0,4,0,0
140,439,,113639,,,,,,,,7247,2671,32.8904978,-97.1676003,7247,6591,5714,159,49,561,3,105,656,0,0,0,0
140,439,,113640,,,,,,,,6108,2056,32.9048669,-97.1621509,6108,5646,4560,216,20,751,4,95,462,0,5,0,0
140,439,,113707,,,,,,,,4811,1882,32.966982,-97.1084129,4811,4327,3817,50,38,315,0,107,484,0,3,0,0
140,439,,113709,,,,,,,,5527,2018,32.8954283,-97.0910019,5527,5003,4017,190,21,674,9,92,524,3,0,0,0
140,439,,113710,,,,,,,,3688,1583,32.9620341,-97.0957597,3688,3158,2495,221,35,196,3,208,530,1,5,0,0
140,439,,113711,,,,,,,,4228,1827,32.9470792,-97.0985456,4228,3702,3146,139,16,223,6,172,526,0,3,1,0
140,439,,113712,,,,,,,,5003,2505,32.9320127,-97.076299,5003,4337,3359,154,54,161,10,599,666,1,5,0,0
140,439,,113713,,,,,,,,1877,599,32.9315566,-97.1016749,1877,1427,600,138,53,76,0,560,450,0,3,0,0
140,439,,113714,,,,,,,,3651,1407,32.959304,-97.0862597,3651,3126,2538,55,71,115,1,346,525,0,3,1,0
140,439,,113715,,,,,,,,4967,3226,32.9755696,-97.0566,4967,4301,2987,516,37,448,17,296,666,5,2,0,0
140,439,,113716,,,,,,,,3334,1787,32.9530698,-97.0670913,3334,2911,2446,165,23,117,4,156,423,0,0,0,0
140,439,,113803,,,,,,,,5489,2006,32.8873367,-97.2493826,5489,4753,3745,248,58,231,41,430,736,1,11,2,0
140,439,,113808,,,,,,,,6404,2323,32.8747112,-97.2484092,6404,5551,4357,304,57,363,21,449,853,0,3,0,0
140,439,,113809,,,,,,,,4731,1716,32.8654907,-97.2526443,4731,3915,2986,152,39,222,9,507,816,0,4,0,0
140,439,,113810,,,,,,,,4808,1673,32.855041,-97.2494982,4808,4178,2896,233,68,215,34,732,630,1,2,0,0
140,439,,113811,,,,,,,,3871,1671,32.8440494,-97.2546859,3871,3368,2105,423,40,227,21,552,503,0,0,0,0
140,439,,113812,,,,,,,,5517,1867,32.9033963,-97.2469653,5517,4921,4000,277,40,378,4,222,596,0,2,0,0
140,439,,113813,,,,,,,,5111,1714,32.9047499,-97.2242258,5111,4648,4079,133,18,319,9,90,463,0,4,0,0
140,439,,113814,,,,,,,,4509,1617,32.899233,-97.1982234,4509,4079,3654,140,17,147,2,119,430,0,0,0,0
140,439,,113815,,,,,,,,6181,1977,32.9140738,-97.2041758,6181,5627,5145,143,17,225,4,93,554,0,3,0,0
140,439,,113816,,,,,,,,5515,1840,32.9170449,-97.2360745,5515,5028,4504,115,23,298,4,84,487,0,8,0,0
140,439,,113906,,,,,,,,7587,2435,32.958999,-97.1707789,7587,6872,5203,212,27,1325,0,105,715,0,0,0,0
140,439,,113908,,,,,,,,5930,1736,32.9342278,-97.1717269,5930,5312,4021,138,21,1052,2,78,618,0,4,0,0
140,439,,113912,,,,,,,,6662,2368,32.9366187,-97.201632,6662,6061,5378,138,22,402,6,115,601,0,5,0,0
140,439,,113916,,,,,,,,4617,1742,32.8668314,-97.2983663,4617,3885,2521,551,52,302,13,446,732,0,1,0,0
140,439,,113917,,,,,,,,7570,2424,32.8666723,-97.2727985,7570,6466,3623,1068,74,1018,17,666,1104,0,12,0,0
140,439,,113918,,,,,,,,5115,2026,32.8705118,-97.2854661,5115,4264,2662,576,43,475,6,502,851,0,0,0,0
140,439,,113919,,,,,,,,7407,2381,32.8836463,-97.279969500000007,7407,6412,4874,475,62,658,4,339,995,0,13,0,0
140,439,,113920,,,,,,,,5474,1709,32.8855916,-97.2663118,5474,4735,3368,494,17,607,6,243,739,0,2,0,0
140,439,,113923,,,,,,,,4254,1938,32.8828229,-97.3100397,4254,3690,2067,658,35,617,6,307,564,0,1,0,0
140,439,,113924,,,,,,,,5527,1861,32.8877165,-97.2995634,5527,4699,2661,692,39,764,22,521,828,0,5,0,0
140,439,,113925,,,,,,,,3987,1327,32.8783467,-97.2959784,3987,3354,2285,321,19,333,6,390,633,0,1,0,0
140,439,,113930,,,,,,,,11980,3719,32.8810212,-97.3370747,11980,10144,5804,1448,96,1754,19,1023,1836,0,9,1,0
140,439,,113931,,,,,,,,12771,4374,32.9057569,-97.3237154,12771,10963,6219,1694,83,2068,14,885,1808,0,17,0,0
140,439,,113932,,,,,,,,8209,2645,32.9522923,-97.3339419,8209,7335,4328,1172,37,1395,3,400,874,0,1,0,0
140,439,,113933,,,,,,,,2722,1777,32.9243615,-97.3122707,2722,2447,1732,365,19,199,3,129,275,0,4,1,0
140,439,,113934,,,,,,,,7215,2324,32.9281678,-97.2977698,7215,6062,4371,599,56,625,7,404,1153,2,0,0,0
140,439,,113935,,,,,,,,3920,1306,32.9256282,-97.2874605,3920,3421,2375,506,21,298,2,219,499,4,1,0,0
140,439,,113936,,,,,,,,6682,2000,32.9066845,-97.2972495,6682,5831,3979,692,56,748,8,348,851,0,0,1,0
140,439,,113937,,,,,,,,8,5,32.9062812,-97.3110866,8,6,5,1,0,0,0,0,2,0,0,0,0
140,439,,113938,,,,,,,,2280,769,32.8980665,-97.3009642,2280,1940,1164,364,16,224,0,172,340,0,3,0,0
140,439,,113939,,,,,,,,4202,1296,32.9472745,-97.289602,4202,3545,2284,461,32,262,2,504,657,0,5,4,0
140,439,,113940,,,,,,,,7765,2410,32.9616965,-97.2945983,7765,6762,5207,573,62,528,23,369,1003,0,6,0,0
140,439,,113941,,,,,,,,6046,2268,32.9795855,-97.2818692,6046,5206,3902,576,56,318,8,346,840,0,6,0,0
140,439,,113942,,,,,,,,6038,1954,32.9665238,-97.2740271,6038,5143,3935,531,41,336,14,286,895,0,4,0,0
140,439,,113943,,,,,,,,5611,1723,32.9692956,-97.2568342,5611,4930,3146,537,27,910,15,295,681,0,7,0,0
140,439,,113944,,,,,,,,5191,1654,32.9476662,-97.2748174,5191,4460,3558,364,33,281,0,224,731,0,5,0,0
140,439,,113945,,,,,,,,3743,1122,32.9432951,-97.260059,3743,3237,2626,271,29,169,0,142,506,0,1,0,0
140,439,,113946,,,,,,,,5565,2093,32.8967277,-97.280865,5565,4960,3313,540,41,721,27,318,605,0,3,0,0
140,439,,113947,,,,,,,,3963,1220,32.9080674,-97.2819539,3963,3421,2691,221,21,368,2,118,542,0,0,0,0
140,439,,113948,,,,,,,,5402,1786,32.9073168,-97.2598828,5402,4672,2802,902,31,638,12,287,730,0,3,0,0
140,439,,113949,,,,,,,,3121,930,32.9175584,-97.2794333,3121,2745,2058,224,4,366,5,88,376,3,6,0,0
140,439,,113950,,,,,,,,7052,2441,32.923616,-97.2667705,7052,5960,4275,617,39,575,14,440,1092,0,3,0,1
140,439,,113951,,,,,,,,3291,1703,32.9315429,-97.237874,3291,2958,2601,104,26,121,0,106,333,0,1,0,0
140,439,,113952,,,,,,,,5462,2238,32.9407172,-97.234109900000007,5462,4885,3824,284,44,513,10,210,577,0,3,3,0
140,439,,113953,,,,,,,,7238,2276,32.9685473,-97.2310989,7238,6489,5342,268,33,745,0,101,749,0,1,0,0
140,439,,113954,,,,,,,,3963,1377,32.9703136,-97.1949751,3963,3589,3299,59,26,144,0,61,374,0,4,1,0
140,439,,113955,,,,,,,,3512,1095,32.9774782,-97.1401988,3512,3191,2588,112,9,424,6,52,321,0,0,0,0
140,439,,113956,,,,,,,,5121,1561,32.954734,-97.1356824,5121,4698,3155,140,13,1321,0,69,423,0,2,0,0
140,439,,113957,,,,,,,,4853,1442,32.9339613,-97.1349162,4853,4315,3515,79,12,653,2,54,538,0,1,0,0
140,439,,113958,,,,,,,,2479,803,32.9229634,-97.1456311,2479,2259,1888,46,1,300,1,23,220,0,1,0,0
140,439,,114003,,,,,,,,9398,3096,32.8809519,-97.3575268,9398,7770,4927,922,81,464,23,1353,1628,0,0,0,0
140,439,,114006,,,,,,,,6775,2498,32.853442,-97.3747383,6775,5661,4484,285,56,100,1,735,1114,0,1,0,0
140,439,,114009,,,,,,,,7464,2278,32.8600218,-97.4135678,7464,6243,3100,1016,67,1167,13,880,1221,0,7,0,0
140,439,,114010,,,,,,,,6860,2238,32.838887,-97.4069595,6860,5712,3807,930,60,392,8,515,1148,0,3,0,1
140,439,,114011,,,,,,,,7156,2385,32.834695,-97.4176229,7156,6021,4046,913,69,257,17,719,1135,0,10,0,0
140,439,,114012,,,,,,,,9715,3027,32.8747731,-97.4116683,9715,8186,5238,1346,112,437,22,1031,1529,0,17,0,2
140,439,,114013,,,,,,,,7178,2206,32.8397321,-97.3784253,7178,5893,3529,1007,68,395,6,888,1285,2,13,0,0
140,439,,114014,,,,,,,,6576,2228,32.8691491,-97.3838096,6576,5617,4415,395,47,176,7,577,959,2,2,0,0
140,439,,114015,,,,,,,,2521,914,32.8645668,-97.3723195,2521,2078,1533,101,33,90,3,318,443,3,3,0,0
140,439,,114105,,,,,,,,4099,1539,32.9623168,-97.4624913,4099,3690,3409,76,23,68,11,103,409,0,0,0,0
140,439,,114106,,,,,,,,6768,2217,32.9005861,-97.4165212,6768,5850,4375,648,56,226,11,534,918,2,0,0,0
140,439,,114107,,,,,,,,4428,1824,32.869339,-97.4588737,4428,3921,3217,290,38,153,5,218,507,0,4,0,0
140,439,,114108,,,,,,,,5028,2188,32.8934697,-97.4873341,5028,4539,4198,78,43,69,3,148,489,1,0,0,0
140,439,,114109,,,,,,,,13840,4362,32.8988439,-97.3575441,13840,11828,7971,1979,128,806,52,892,2012,2,16,3,0
140,439,,114110,,,,,,,,8809,2852,32.927868,-97.3970644,8809,7666,6062,717,39,321,7,520,1143,0,21,0,0
140,439,,114111,,,,,,,,2680,925,32.9533717,-97.3786364,2680,2386,1931,286,26,49,1,93,294,0,1,0,0
140,439,,114112,,,,,,,,5902,1736,32.9810639,-97.4032379,5902,5185,4364,312,43,131,7,328,717,0,7,0,0
140,439,,114113,,,,,,,,4878,1535,32.9790537,-97.3713083,4878,4249,3176,676,27,90,6,274,629,3,5,0,0
140,439,,114203,,,,,,,,6674,2838,32.9469118,-97.5237423,6674,6053,5611,77,70,42,9,244,621,0,1,0,0
140,439,,114204,,,,,,,,7228,2891,32.8951068,-97.5246229,7228,6547,6046,130,50,66,4,251,681,0,1,0,0
140,439,,114205,,,,,,,,3634,1658,32.870948,-97.5322649,3634,3308,3077,26,22,21,0,162,326,0,0,1,0
140,439,,114206,,,,,,,,4362,1663,32.8419898,-97.5114725,4362,3902,3374,54,42,60,0,372,460,5,2,0,0
140,439,,114207,,,,,,,,7302,2618,32.7880743,-97.5232469,7302,6255,4941,521,40,205,7,541,1047,0,6,0,0
140,439,,121605,,,,,,,,2958,1334,32.747388,-97.1259385,2958,2516,1949,200,31,38,11,287,442,3,3,0,0
140,439,,121606,,,,,,,,3381,1287,32.7211139,-97.1925304,3381,3010,2310,279,14,308,5,94,371,0,0,0,0
140,439,,121608,,,,,,,,5120,2069,32.7004469,-97.1898786,5120,4501,3696,385,27,205,0,188,619,0,0,0,0
140,439,,121609,,,,,,,,6092,2298,32.6924601,-97.206534,6092,5453,4163,482,34,577,3,194,639,0,0,0,0
140,439,,121610,,,,,,,,2533,1000,32.6877204,-97.1942982,2533,2257,1722,257,22,152,6,98,276,0,3,0,0
140,439,,121611,,,,,,,,4589,1688,32.6758812,-97.2110189,4589,4008,2627,728,30,301,0,322,581,0,5,0,0
140,439,,121612,,,,,,,,3514,1302,32.7413938,-97.1642224,3514,2900,2225,211,23,136,0,305,614,0,1,0,0
140,439,,121613,,,,,,,,4332,1745,32.7429065,-97.1472331,4332,3652,2207,849,23,132,13,428,680,0,5,0,0
140,439,,121614,,,,,,,,2863,1082,32.7383327,-97.1377388,2863,2325,774,745,23,55,5,723,538,0,2,0,0
140,439,,121615,,,,,,,,3859,1650,32.7531625,-97.1378827,3859,3363,2069,864,29,106,3,292,496,2,6,0,0
140,439,,121702,,,,,,,,2221,1431,32.7479556,-97.0829986,2221,1882,855,675,20,67,0,265,339,0,3,0,0
140,439,,121703,,,,,,,,5150,2006,32.7513919,-97.1152663,5150,4198,1219,878,118,212,10,1761,952,2,1,1,0
140,439,,121704,,,,,,,,3165,1251,32.7528767,-97.1041219,3165,2493,864,460,66,99,2,1002,672,0,1,0,0
140,439,,121904,,,,,,,,4724,1650,32.7212538,-97.0584885,4724,3640,843,1023,74,41,0,1659,1084,1,2,1,0
140,439,,121905,,,,,,,,5403,2627,32.7096146,-97.0720764,5403,4657,858,2061,74,736,3,925,746,1,6,0,0
140,439,,121906,,,,,,,,4283,1468,32.7169546,-97.071259,4283,3321,782,785,103,160,2,1489,962,0,2,0,0
140,439,,121907,,,,,,,,4071,1513,32.7243254,-97.0515427,4071,3442,570,1295,51,243,12,1271,629,0,3,0,0
140,439,,121908,,,,,,,,1321,490,32.7142136,-97.0517774,1321,1073,212,416,41,22,0,382,248,0,1,3,0
140,439,,122001,,,,,,,,4132,1171,32.7244033,-97.0713099,4132,3098,1002,235,157,62,1,1641,1034,0,0,0,0
140,439,,122002,,,,,,,,4479,1553,32.7316148,-97.0714551,4479,3442,1035,684,112,97,9,1505,1037,0,3,2,0
140,439,,122100,,,,,,,,7072,2129,32.7323231,-97.0832312,7072,5648,2178,323,198,112,12,2825,1424,0,6,0,0
140,439,,122200,,,,,,,,2095,911,32.7403546,-97.108194,2095,1765,632,373,16,36,0,708,330,0,0,0,0
140,439,,122300,,,,,,,,5642,2186,32.7329728,-97.1098417,5642,5205,2155,1265,13,1392,0,380,437,1,0,2,0
140,439,,122401,,,,,,,,2387,1042,32.7244398,-97.1057581,2387,2055,854,342,31,346,0,482,332,0,1,0,0
140,439,,122402,,,,,,,,5731,1790,32.7274559,-97.1241516,5731,5323,2609,1027,28,1195,8,456,408,0,4,0,0
140,439,,122500,,,,,,,,4176,1904,32.7280501,-97.1402932,4176,3666,2707,478,46,108,3,324,510,1,2,0,0
140,439,,122600,,,,,,,,4071,1667,32.7143635,-97.1401308,4071,3553,2701,403,62,112,9,266,518,0,2,0,0
